id_diputado,nombre,apellido,nombre_completo,genero,distritos,cantidad_distritos,cantidad_bloques,fecha_inicio,fecha_fin
hcdn1160,eduardo raul,costa,eduardo raul costa,m,santa cruz,1,1,2009-12-10,2017-12-09
hcdn1161,oscar ruben,currilen,oscar ruben currilen,m,chubut,1,2,2009-12-10,2013-12-09
hcdn1162,alfonso,de prat gay,alfonso de prat gay,m,ciudad de buenos aires,1,2,2009-12-10,2013-12-09
hcdn1163,gladys susana,espindola,gladys susana espindola,f,cordoba,1,1,2009-12-10,2013-12-09
hcdn1164,liliana,fadul,liliana fadul,f,tierra del fuego,1,1,2009-12-10,2013-12-09
hcdn1165,hipolito,faustinelli,hipolito faustinelli,m,cordoba,1,1,2009-12-10,2013-12-09
hcdn1166,carlos alberto,favario,carlos alberto favario,m,santa fe,1,1,2009-12-10,2013-12-09
hcdn1167,omar chafi,felix,omar chafi felix,m,mendoza,1,3,2009-12-10,2021-12-09
hcdn1168,rodolfo alfredo,fernandez,rodolfo alfredo fernandez,m,corrientes,1,1,2009-12-10,2013-12-09
hcdn1169,gustavo alfredo horacio,ferrari,gustavo alfredo horacio ferrari,m,buenos aires,1,2,2009-12-10,2013-12-09
hcdn1170,mario raymundo,fiad,mario raymundo fiad,m,jujuy,1,1,2009-12-10,2017-12-09
hcdn1171,juan carlos,forconi,juan carlos forconi,m,santa fe,1,3,2009-12-10,2013-12-09
hcdn1172,ulises umberto jose,forte,ulises umberto jose forte,m,la pampa,1,1,2009-12-10,2013-12-09
hcdn1173,francisco jose,fortuna,francisco jose fortuna,m,cordoba,1,1,2009-12-10,2013-12-09
hcdn1174,miriam graciela,gallardo,miriam graciela gallardo,f,tucuman,1,1,2009-12-10,2017-12-09
hcdn1175,natalia,gambaro,natalia gambaro,f,buenos aires,1,2,2009-12-10,2013-12-09
hcdn1176,estela ramona,garnero,estela ramona garnero,f,cordoba,1,1,2009-12-10,2013-12-09
hcdn1177,daniel,germano,daniel germano,m,santa fe,1,2,2009-12-10,2013-12-09
hcdn1178,gladys esther,gonzalez,gladys esther gonzalez,f,buenos aires,1,2,2009-12-10,2017-12-09
hcdn1179,olga elizabeth,guzman,olga elizabeth guzman,f,neuquen,1,1,2009-12-10,2013-12-09
hcdn1180,carlos,heller,carlos heller,m,ciudad de buenos aires,1,6,2009-12-10,2025-12-09
hcdn1181,eduardo mauricio,ibarra,eduardo mauricio ibarra,m,san juan,1,2,2009-12-10,2013-12-09
hcdn1182,mariana,juri,mariana juri,f,mendoza,1,1,2009-12-10,2013-12-09
hcdn1183,ermindo edgardo marcelo,llanos,ermindo edgardo marcelo llanos,m,jujuy,1,1,2009-12-10,2013-12-09
hcdn1184,silvia cristina,majdalani,silvia cristina majdalani,f,buenos aires | ciudad de buenos aires,2,2,2009-12-10,2017-12-09
hcdn1185,ricardo alfredo,mansur,ricardo alfredo mansur,m,mendoza,1,1,2009-12-10,2013-12-09
hcdn1186,ernesto felix,martinez,ernesto felix martinez,m,cordoba,1,1,2009-12-10,2013-12-09
hcdn1187,soledad,martinez,soledad martinez,f,buenos aires,1,2,2009-12-10,2017-12-09
hcdn1188,susana del valle,mazzarella,susana del valle mazzarella,f,cordoba,1,1,2009-12-10,2013-12-09
hcdn1189,sandra marcela,mendoza,sandra marcela mendoza,f,chaco,1,1,2009-12-10,2017-12-09
hcdn1190,dalmacio,mera,dalmacio mera,m,catamarca,1,1,2009-12-10,2013-12-09
hcdn1191,marta gabriela,michetti,marta gabriela michetti,f,ciudad de buenos aires,1,1,2009-12-10,2013-12-09
hcdn1192,gerardo,milman,gerardo milman,m,buenos aires,1,2,2009-12-10,2025-12-09
hcdn1193,roberto mario,mouilleron,roberto mario mouilleron,m,buenos aires,1,3,2009-12-10,2013-12-09
hcdn1194,carmen rosa,nebreda,carmen rosa nebreda,f,cordoba,1,1,2009-12-10,2013-12-09
hcdn1196,pablo eduardo,orsolini,pablo eduardo orsolini,m,chaco,1,1,2009-12-10,2013-12-09
hcdn1197,alfredo horacio,olmedo,alfredo horacio olmedo,m,salta,1,2,2009-12-10,2019-12-09
hcdn1198,sergio horacio,pansa,sergio horacio pansa,m,san luis,1,3,2009-12-10,2013-12-09
hcdn1199,liliana beatriz,parada,liliana beatriz parada,f,ciudad de buenos aires,1,2,2009-12-10,2013-12-09
hcdn1200,alberto jose,perez,alberto jose perez,m,san luis,1,3,2009-12-10,2013-12-09
hcdn1201,hector horacio,piemonte,hector horacio piemonte,m,buenos aires,1,2,2009-12-10,2013-12-09
hcdn1202,maria ines,pilatti vergara,maria ines pilatti vergara,f,chaco,1,1,2009-12-10,2013-12-09
hcdn1203,francisco omar,plaini,francisco omar plaini,m,buenos aires,1,2,2009-12-10,2017-12-09
hcdn1204,horacio rodolfo,quiroga,horacio rodolfo quiroga,m,neuquen,1,1,2009-12-10,2013-12-09
hcdn1205,hilma leonor,re,hilma leonor re,f,entre rios,1,2,2009-12-10,2013-12-09
hcdn1206,maria cristina,regazzoli,maria cristina regazzoli,f,la pampa,1,1,2009-12-10,2013-12-09
hcdn1207,silvia lucrecia,risko,silvia lucrecia risko,f,misiones,1,2,2009-12-10,2017-12-09
hcdn1208,raul alberto,rivara,raul alberto rivara,m,buenos aires,1,3,2009-12-10,2013-12-09
hcdn1209,roberto ricardo,robledo,roberto ricardo robledo,m,la pampa,1,1,2009-12-10,2013-12-09
hcdn1210,claudia monica,rucci,claudia monica rucci,f,buenos aires,1,3,2009-12-10,2017-12-09
hcdn1211,martin,sabbatella,martin sabbatella,m,buenos aires,1,3,2009-12-10,2013-12-09
hcdn1212,fernando ezequiel,solanas,fernando ezequiel solanas,m,ciudad de buenos aires,1,1,2009-12-10,2013-12-09
hcdn1213,maria luisa,storani,maria luisa storani,f,buenos aires,1,1,2009-12-10,2013-12-09
hcdn1214,alicia,terada,alicia terada,f,chaco,1,3,2009-12-10,2021-12-09
hcdn1215,hector daniel,tomas,hector daniel tomas,m,san juan,1,1,2009-12-10,2017-12-09
hcdn1216,alberto jorge,triaca,alberto jorge triaca,m,ciudad de buenos aires,1,2,2009-12-10,2017-12-09
hcdn1217,juan pedro,tunessi,juan pedro tunessi,m,buenos aires,1,1,2009-12-10,2013-12-09
hcdn1218,mariana alejandra,veaute,mariana alejandra veaute,f,catamarca,1,3,2009-12-10,2013-12-09
hcdn1219,nora esther,videla,nora esther videla,f,san luis,1,3,2009-12-10,2013-12-09
hcdn1220,fernando,yarade,fernando yarade,m,salta,1,1,2009-12-10,2013-12-09
hcdn1221,alex roberto,ziegler,alex roberto ziegler,m,misiones,1,4,2009-12-10,2017-12-09
hcdn1222,antonio anibal,alizegui,antonio anibal alizegui,m,entre rios,1,1,2007-12-10,2011-12-09
hcdn1223,pedro omar,molas,pedro omar molas,m,catamarca,1,2,2009-12-10,2013-12-09
hcdn1224,daniel edgardo,asef,daniel edgardo asef,m,cordoba,1,3,2007-12-10,2011-12-09
hcdn1227,gustavo alberto,dutto,gustavo alberto dutto,m,buenos aires,1,1,2007-12-10,2011-12-09
hcdn1228,carlos guillermo,donkin,carlos guillermo donkin,m,formosa,1,1,2007-12-10,2015-12-09
hcdn1231,ana maria,perroni,ana maria perroni,f,corrientes,1,1,2007-12-10,2015-12-09
hcdn1232,lino walter,aguilar,lino walter aguilar,m,san luis,1,2,2011-12-10,2015-12-09
hcdn1233,maria luz,alonso,maria luz alonso,f,la pampa,1,1,2011-12-10,2015-12-09
hcdn1234,santiago diego,aragon,santiago diego aragon,m,buenos aires,1,1,2011-12-10,2015-12-09
hcdn1235,andres roberto,arregui,andres roberto arregui,m,buenos aires,1,1,2011-12-10,2015-12-09
hcdn1236,alberto,asseff,alberto asseff,m,buenos aires,1,4,2011-12-10,2023-12-09
hcdn1237,herman horacio,avoscan,herman horacio avoscan,m,rio negro,1,1,2011-12-10,2015-12-09
hcdn1238,maria ester,balcedo,maria ester balcedo,f,buenos aires,1,1,2011-12-10,2015-12-09
hcdn1239,omar segundo,barchetta,omar segundo barchetta,m,santa fe,1,1,2011-12-10,2015-12-09
hcdn1240,luis eugenio,basterra,luis eugenio basterra,m,formosa,1,3,2011-12-10,2027-12-09
hcdn1241,miguel angel,bazze,miguel angel bazze,m,buenos aires,1,1,2011-12-10,2023-12-09
hcdn1242,maria del carmen,bianchi,maria del carmen bianchi,f,ciudad de buenos aires,1,1,2011-12-10,2015-12-09
hcdn1243,bernardo jose,biella calvet,bernardo jose biella calvet,m,salta,1,1,2011-12-10,2015-12-09
hcdn1244,mara,brawer,mara brawer,f,ciudad de buenos aires,1,2,2011-12-10,2023-12-09
hcdn1245,olga ines,brizuela y doria de cara,olga ines brizuela y doria de cara,f,la rioja,1,1,2011-12-10,2015-12-09
hcdn1246,isaac benjamin,bromberg,isaac benjamin bromberg,m,tucuman,1,1,2011-12-10,2015-12-09
hcdn1247,guillermo ramon,carmona,guillermo ramon carmona,m,mendoza,1,1,2011-12-10,2019-12-09
hcdn1248,julio cesar,catalan magni,julio cesar catalan magni,m,tierra del fuego,1,1,2011-12-10,2015-12-09
hcdn1249,jose alberto,ciampini,jose alberto ciampini,m,neuquen,1,1,2011-12-10,2019-12-09
hcdn1250,marcos,cleri,marcos cleri,m,santa fe,1,2,2011-12-10,2023-12-09
hcdn1251,patricia,de ferrari rueda,patricia de ferrari rueda,f,cordoba,1,1,2011-12-10,2015-12-09
hcdn1252,victor norberto,de gennaro,victor norberto de gennaro,m,buenos aires,1,1,2011-12-10,2015-12-09
hcdn1253,eduardo enrique,de pedro,eduardo enrique de pedro,m,buenos aires,1,2,2011-12-10,2023-12-09
hcdn1255,omar arnaldo,duclos,omar arnaldo duclos,m,buenos aires,1,1,2011-12-10,2015-12-09
hcdn1256,carlos tomas,eliceche,carlos tomas eliceche,m,chubut,1,1,2011-12-10,2015-12-09
hcdn1257,osvaldo enrique,elorriaga,osvaldo enrique elorriaga,m,entre rios,1,1,2011-12-10,2015-12-09
hcdn1258,roberto jose,feletti,roberto jose feletti,m,ciudad de buenos aires,1,1,2011-12-10,2015-12-09
hcdn1259,anabel,fernandez sagasti,anabel fernandez sagasti,f,mendoza,1,1,2011-12-10,2015-12-09
hcdn1260,araceli,ferreyra,araceli ferreyra,f,corrientes,1,3,2011-12-10,2019-12-09
hcdn1261,maria cristina del valle,fiore viñuales,maria cristina del valle fiore viñuales,f,salta,1,1,2011-12-10,2015-12-09
hcdn1262,fabian marcelo,francioni,fabian marcelo francioni,m,cordoba,1,1,2011-12-10,2015-12-09
